"","n_occurrence","latitude","longitude","city","occurrence_type","occurrence_title","carteira","bolsa_ou_mochila","celular","documentos","notebook","tablet","mp4_ou_ipod","cartao_de_credito","outros","relogio","equipamento_de_som","tv","dvd","som","moveis","computador","estepe","bicicleta","dinheiro","date_time","occurrence_description"
"1","45001","-19.9537353","-44.0215089","Contagem ","Roubo ","Fui assaltado indo para o Senai Euvaldo Lodi",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 06/05/2014 12:00",""
"2","45002","-25.4860826","-49.2939548","Curitiba ","Arrombamento Veicular ","arrombamento veiculo estacionamento casas bahia  ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE," 15/10/2014 15:00",""
"3","45003","-23.5609584","-46.6814394","São Paulo ","Furto ","Voltando do Bar",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 22/01/2015 01:00",""
"4","45004","-22.8576427","-47.0465416","Campinas ","Arrombamento Veicular ","Quebraram vidro do carro e levaram objeto",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 07/01/2015 20:45",""
"5","45005","-15.6068221614288","-56.0697716980752","Cuiabá ","Furto ","Fui assaltado voltando do colégio ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 13/01/2015 20:34",""
"6","45006","-23.1767742","-45.8531021","São José dos Campos ","Furto ","Fui assaltada voltando da faculdade",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 06/06/2014 21:00",""
"7","45007","-5.0845543","-42.8061547","Teresina ","Roubo de Veículo ","Fui assaltado indo pro trabalho",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 26/11/2014 13:00",""
"8","45008","-22.521694","-41.9385011","Rio das Ostras ","Furto ","Deixei minha bicicleta para trabalhar e quando voltei ela não estava ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE," 11/06/2014 17:00",""
"9","45009","-23.5970913","-46.6747706","São Paulo ","Furto ","Furto de bicicleta em condomínio ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE," 23/10/2013 14:00",""
"10","45010","-12.3780763","-38.3824708","Catu ","Roubo ","Roubaram Smartphone e dinheiro ao sair de casa",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 15:30",""
"11","45011","-30.0968053","-50.9861574","Viamão ","Roubo de Veículo ","Roubo de Moto a mão armada com disparo",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 01:30",""
"12","45012","-30.0968053","-50.9861574","Viamão ","Roubo de Veículo ","Roubo de moto mão armada com tiro",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 30/12/2014 01:30",""
"13","45013","-3.739624","-38.5400094","Fortaleza ","Furto ","Furto na parada de ônibus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 15/01/2015 20:00",""
"14","45014","-24.1834614","-46.7907321","Itanhaém ","Roubo de Veículo ","Roubaram meu Carro",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 26/12/2014 14:00",""
"15","45015","-23.5128026","-46.6951966","São Paulo ","Assalto a grupo ","Tentaram Levar Meu veículo",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 11/12/2014 23:00",""
"16","45016","-23.5300697","-46.5330418","São Paulo ","Roubo ","Fomos roubados dentro da clinica clinsav, por dois ladrões armados.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 20/01/2015 08:15",""
"17","45017","-22.8257557","-43.4015749","Rio de Janeiro ","Roubo de Veículo ","Assaltado com hora marcada",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 21/01/2015 08:00",""
"18","45017","-22.8257557","-43.4015749","Rio de Janeiro ","Roubo de Veículo ","Assaltado com hora marcada",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 21/01/2015 08:00",""
"19","45017","-22.8257557","-43.4015749","Rio de Janeiro ","Roubo de Veículo ","Assaltado com hora marcada",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 21/01/2015 08:00",""
"20","45020","-5.11536149235529","-42.7970462497723","Teresina ","Roubo ","Assalto a mão armada",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 21/06/2014 21:32",""
"21","45021","-23.4331997313307","-45.0806951511744","Ubatuba ","Arrombamento Domiciliar ","Arrombaram a casa ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 29/12/2014 17:30",""
"22","45021","-23.4331997313307","-45.0806951511744","Ubatuba ","Arrombamento Domiciliar ","Arrombaram a casa ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 29/12/2014 17:30",""
"23","45023","-22.8551131","-43.0115444","São Gonçalo ","Roubo ","a cminho do trabalho",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 22/01/2015 06:00",""
"24","45024","-23.5835428","-46.6367573","São Paulo ","Assalto a grupo ","Fui assaltada no carro",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 19/04/2014 13:00",""
"25","45025","-16.6951246582097","-49.2682120399957","Goiânia ","Roubo ","O Descendo do carro fui abordada por um motoqueiro já com a moto na calçada e me levou tudo , bolsa aliança ... Ameaçando todo tempo. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 10/10/2011 08:30",""
"26","45026","-22.9330865","-43.2616775","Rio de Janeiro ","Furto ","Robaram minha bike ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE," 20/01/2015 01:00",""
"27","45027","-10.9737100838751","-37.0447530307587","Aracaju ","Arrombamento Veicular ","Roubaram o som do meu carro e coisas da mala no gohan",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 20:20",""
"28","45028","-23.4993006","-47.5399696","Sorocaba ","Arrombamento Domiciliar ","Arrombamento de casa e furto de pertences.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 00:00",""
"29","45029","-23.4993011","-47.5388005","Sorocaba ","Arrombamento Domiciliar ","Arrombamento do meu imóvel",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 16:00",""
"30","45030","-23.5697222","-46.6303081","São Paulo ","Roubo ","Fui Assaltado quando ia para  casa",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 20:45",""
"31","45031","-23.4993104","-47.5422149","Sorocaba ","Roubo ","Assalto ocorrido por diversas no estabelecimento comercial.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 17/12/2014 16:00",""
"32","45032","-30.0420068","-51.2155256","Porto Alegre ","Roubo de Veículo ","Deixei o carro na rua durante 20min qdo voltei não estava mais",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:15",""
"33","45033","-30.0420068","-51.2155256","Porto Alegre ","Roubo de Veículo ","VEÍCULO ROUBADO  UNO VERDE IGD 2032",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:15",""
"34","45033","-30.0420068","-51.2155256","Porto Alegre ","Roubo de Veículo ","VEÍCULO ROUBADO  UNO VERDE IGD 2032",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:15",""
"35","45033","-30.0420068","-51.2155256","Porto Alegre ","Roubo de Veículo ","VEÍCULO ROUBADO  UNO VERDE IGD 2032",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:15",""
"36","45036","-30.0392693","-51.1630186","Porto Alegre ","Roubo ","SAINDO DE CASA",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:45",""
"37","45036","-30.0392693","-51.1630186","Porto Alegre ","Roubo ","SAINDO DE CASA",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:45",""
"38","45036","-30.0392693","-51.1630186","Porto Alegre ","Roubo ","SAINDO DE CASA",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:45",""
"39","45036","-30.0392693","-51.1630186","Porto Alegre ","Roubo ","SAINDO DE CASA",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:45",""
"40","45036","-30.0392693","-51.1630186","Porto Alegre ","Roubo ","SAINDO DE CASA",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 19:45",""
"41","45041","-5.071761","-42.7721256","Teresina ","Roubo ","Sofri arrastão em restaurante.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 21/01/2015 21:30",""
"42","45042","-30.1226827","-51.340019","Guaíba ","Furto ","furto bicicleta",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE," 12/03/2014 16:00",""
"43","45043","-13.0068811","-38.4595472","Salvador ","Roubo ","Assalto indo pro ponto de ônibus, jovem armado com faca",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 21/10/2014 08:00",""
"44","45044","-2.9876171","-47.4224811","Paragominas ","Roubo ","Assalto à mão Armada",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/01/2015 06:00",""
