"","X.1","X","n_occurrence","latitude","longitude","city","occurrence_type","carteira","bolsa_ou_mochila","celular","documentos","notebook","tablet","mp4_ou_ipod","cartao_de_credito","outros","relogio","equipamento_de_som","tv","dvd","som","moveis","computador","estepe","bicicleta","dinheiro","date","time","suburb","nearby_location"
"56015",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Loja de Eletronicos"
"56016",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Loja de Eletronicos"
"56017",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Ponto Turistico"
"56018",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Teatro"
"56019",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"56020",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Ponto Turistico"
"56021",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Bar"
"56022",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56023",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"56024",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56025",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56026",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56027",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56028",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56029",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56030",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56031",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56032",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56033",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56034",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"56035",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56036",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56037",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56038",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56039",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Escola"
"5611",561,561,43602,-22.910142,-42.9874479,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-11-12","18:15","Várzea das Moças","Policia Militar"
"5621",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Hospital"
"5622",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Escola"
"5623",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Restaurante"
"5624",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Bar"
"5625",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Restaurante"
"5626",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Restaurante"
"5627",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Restaurante"
"5628",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Bar"
"5629",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Escola"
"56210",562,562,43862,-22.9173032,-43.0924304,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","11:00","São Francisco","Policia Civil"
"5631",563,563,43913,-22.9143538,-43.0887536,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","17:30","São Francisco","Posto de Gasolina"
"5632",563,563,43913,-22.9143538,-43.0887536,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","17:30","São Francisco","Posto de Gasolina"
"5633",563,563,43913,-22.9143538,-43.0887536,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","17:30","São Francisco","Escola"
"564",564,564,43918,-22.916924,-43.0860082,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","18:00","São Francisco","Posto de Gasolina"
"5641",564,564,43918,-22.916924,-43.0860082,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","18:00","São Francisco","Posto de Gasolina"
"5642",564,564,43918,-22.916924,-43.0860082,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-06","18:00","São Francisco","Escola"
"565",565,565,43990,-22.9158653,-43.0871202,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","13:00","São Francisco","Posto de Gasolina"
"5651",565,565,43990,-22.9158653,-43.0871202,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","13:00","São Francisco","Posto de Gasolina"
"5652",565,565,43990,-22.9158653,-43.0871202,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","13:00","São Francisco","Escola"
"566",566,566,43993,-22.9170981,-43.0874046,"Niteroi","Roubo ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","14:00","São Francisco","Posto de Gasolina"
"5661",566,566,43993,-22.9170981,-43.0874046,"Niteroi","Roubo ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","14:00","São Francisco","Posto de Gasolina"
"5662",566,566,43993,-22.9170981,-43.0874046,"Niteroi","Roubo ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","14:00","São Francisco","Escola"
"567",567,567,43996,-22.9181759,-43.0877283,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Posto de Gasolina"
"5671",567,567,43996,-22.9181759,-43.0877283,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Escola"
"5672",567,567,43996,-22.9181759,-43.0877283,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Escola"
"568",568,568,44000,-22.9183616,-43.0889796,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Bar"
"5681",568,568,44000,-22.9183616,-43.0889796,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Escola"
"5682",568,568,44000,-22.9183616,-43.0889796,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Posto de Gasolina"
"5683",568,568,44000,-22.9183616,-43.0889796,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Escola"
"5684",568,568,44000,-22.9183616,-43.0889796,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","São Francisco","Escola"
"569",569,569,44004,-22.9138075,-43.0964394,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","Vital Brazil","Hospital"
"5691",569,569,44004,-22.9138075,-43.0964394,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","Vital Brazil","Hospital"
"5692",569,569,44004,-22.9138075,-43.0964394,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","Vital Brazil","Escola"
"5693",569,569,44004,-22.9138075,-43.0964394,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","Vital Brazil","Restaurante"
"5694",569,569,44004,-22.9138075,-43.0964394,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","15:00","Vital Brazil","Bar"
"570",570,570,44033,-22.9154602,-43.0891924,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","20:00","São Francisco","Posto de Gasolina"
"5701",570,570,44033,-22.9154602,-43.0891924,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","20:00","São Francisco","Escola"
"571",571,571,44034,-22.9158653,-43.0871202,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","20:00","São Francisco","Posto de Gasolina"
"5711",571,571,44034,-22.9158653,-43.0871202,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","20:00","São Francisco","Posto de Gasolina"
"5712",571,571,44034,-22.9158653,-43.0871202,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","20:00","São Francisco","Escola"
"572",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Escola"
"5721",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Restaurante"
"5722",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Bar"
"5723",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Restaurante"
"5724",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Restaurante"
"5725",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Restaurante"
"5726",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Bar"
"5727",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Escola"
"5728",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Escola"
"5729",572,572,44037,-22.9178279,-43.0909015,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:30","São Francisco","Policia Civil"
"573",573,573,44040,-22.9056745,-43.0972553,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-07","21:00","Vital Brazil","Ponto Turistico"
"574",574,574,44132,-22.9151325,-43.0838878,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-08","22:00","São Francisco","Posto de Gasolina"
"5741",574,574,44132,-22.9151325,-43.0838878,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-08","22:00","São Francisco","Posto de Gasolina"
"5742",574,574,44132,-22.9151325,-43.0838878,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-08","22:00","São Francisco","Escola"
"575",575,575,44144,-22.9158792,-43.0883297,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-08","00:00","São Francisco","Posto de Gasolina"
"5751",575,575,44144,-22.9158792,-43.0883297,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-08","00:00","São Francisco","Posto de Gasolina"
"5752",575,575,44144,-22.9158792,-43.0883297,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2015-01-08","00:00","São Francisco","Escola"
"576",576,576,44152,-22.9077817,-43.1058458,"Niteroi","Assalto a grupo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","21:00","Icaraí","Ponto Turistico"
"5761",576,576,44152,-22.9077817,-43.1058458,"Niteroi","Assalto a grupo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","21:00","Icaraí","Super Mercado"
"5762",576,576,44152,-22.9077817,-43.1058458,"Niteroi","Assalto a grupo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","21:00","Icaraí","Escola"
"5763",576,576,44152,-22.9077817,-43.1058458,"Niteroi","Assalto a grupo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","21:00","Icaraí","Restaurante"
"5764",576,576,44152,-22.9077817,-43.1058458,"Niteroi","Assalto a grupo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","21:00","Icaraí","Policia Civil"
