"","n_occurrence","latitude","longitude","city","occurrence_type","occurrence_title","carteira","bolsa_ou_mochila","celular","documentos","notebook","tablet","mp4_ou_ipod","cartao_de_credito","outros","relogio","equipamento_de_som","tv","dvd","som","moveis","computador","estepe","bicicleta","dinheiro","date_time","occurrence_description"
"1","17001","-7.1499908","-34.8329489","João Pessoa ","Roubo ","Fui assaltada indo almoçar.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 01/02/2014 23:12",""
"2","17002","-23.6260294","-46.6767293","São Paulo ","Arrombamento Veicular ","Dois motoqueiros arrebentaram o vidro do carro para roubar a bolsa",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 16/12/2013 00:13",""
"3","17003","-10.9435665","-37.0563713","Aracaju ","Arrombamento Veicular ","Fui furtado enquanto estava em um show.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 13/05/2013 00:47",""
"4","17004","-23.6521358","-46.5715261","São Bernardo do Campo ","Arrombamento Veicular ","Furto de estepe",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 19/12/2013 02:32",""
"5","17005","-23.540325","-46.6342648","São Paulo ","Roubo ","Fui assaltada voltando do trabalho",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 05/03/2013 03:23",""
"6","17006","-22.9320507","-43.2449835","Rio de Janeiro ","Roubo ","voltando da faculdade",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 16/10/2013 03:47",""
"7","17007","-19.9382629","-43.9660471","Belo Horizonte ","Roubo ","Fui assaltado ao sair de casa.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 27/03/2014 07:45",""
"8","17008","-5.8532884","-35.2061384","Natal ","Roubo ","Fui assaltado numa loja de frente ao mandacaru mall",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 26/03/2014 07:49",""
"9","17009","-25.4373355","-49.2611539","Curitiba ","Roubo ","Fui assaltado chegando à rodoviária",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 20/03/2014 08:27",""
"10","17010","-23.563805","-46.611112","São Paulo ","Furto ","Me deu uma gravata e tomou meu celular.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 27/03/2014 08:48",""
"11","17011","-15.8192299","-47.8432576","Brasília ","Furto ","Arrombaram o porta malas",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 23/03/2014 09:04",""
"12","17012","-5.8746762","-35.2160469","Parnamirim ","Roubo ","Fui assaltado em um arrastão no bar O Boteco",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 25/03/2014 09:19",""
"13","17013","-10.9265829","-37.0724129","Aracaju ","Roubo ","Fui assaltado indo realizar trabalho acadêmico",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 16/07/2013 09:25",""
"14","17014","-10.9216856","-37.0541424","Aracaju ","Assalto a grupo ","Fomos assaltados na porta da residência.",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 05/03/2014 09:11",""
"15","17015","-10.9877809","-37.0536623","Aracaju ","Roubo ","Fui assaltado na orla",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 10/11/2013 09:30",""
"16","17016","-10.9278594","-37.0595962","Aracaju ","Furto ","Fui assaltado indo para o trabalho",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," 25/03/2014 09:50",""
